id,video_id,text,label,raw_response,matched_keywords,label_prior,model
Ugw6Di-q8Plm2y3UGXR4AaABAg,KSVY5SRkfn8,"Садыр Жапаров бир аз кечиккенде, жанакы 75 чал президетти алмаштырып иймек окшойт.",non_hate,non_hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgzI-XInqzHniWeRKIV4AaABAg,fIXFhZQ1Irg,Ушул чачы кыска сучканын котун айрыш керек шайтан десе ушул жасап жатат баарын,offensive,offensive,сучка,potentially_hate,CohereForAI/aya-expanse-8b
UgweqA0hyEHMLDcfsJV4AaABAg,GE9a-UY4I7E,Калыбек Качкыналиев сени бир жерден корсом олтурмокмун акмакмын,hate,hate,акмак,potentially_hate,CohereForAI/aya-expanse-8b
UgyUVQM0ymVbe0I79bd4AaABAg,KSVY5SRkfn8,Буну кандай тушунсо болот гнб деп эле кокуй жыргатып атат деп эле бул ишти Ташиев кантип билбейт озунун калегасын тем боле борбордун гнб башчысы болсо тымызын кыйкырып иштемиш болуп крим тоболду олтуруп озулору кайра каманда тузуп алганбы Ташиевти бекеринен иштен албабтырда Садыр,offensive,offensive,олтуру,potentially_hate,CohereForAI/aya-expanse-8b
Ugx9N6J0R3JepDSYSWZ4AaABAg,bXQ7pHLuXSc,Молодец эркек экен Максим ТЭЦ боюнча Максим биринчи договор 156 млн $ тузгон экен ал кеткенден кийин Сапар Исаков менен Атамбаев 286 млн $ доллорго которуп келген мына ким кыргыздын душманы акмактар кан кускурлар Атамбаев менен Сапар Исаков ту камаш керек срочно эмнени кутуп жатат биздин бугунку духу жок бийлик,offensive,offensive,акмак,potentially_hate,CohereForAI/aya-expanse-8b
UgzT_2lj1y4o6pf64AV4AaABAg,9SK6boOSZX0,Душмандар эртели кеч дагы да кол салышат. Даяр туруш керек. Бөлунбөй биргелешип бир муштун менен буларды жайлаш керек.,non_hate,non_hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgjacXHceOGnuXgCoAEC,GE9a-UY4I7E,Атанбаевтин калпыда калбай калды окшоит пидр алкаш олум сага баары буйрукту аткаргандар алар куноолу атанбаев себеби Балык башынан сасыйт,hate,hate,пидр,potentially_hate,CohereForAI/aya-expanse-8b
UgyfjABIbJmhv5PIPql4AaABAg,HeGfRTka3TQ,Сойкулардан доля алган милициялар елге кызмат кылабы емнеге зордогондор акталып кетет емне себеп анан школдо байлардын балдары чиновниктердин балдары чемпион дордун тугандары еле рекет болуп кыздарды коркутуп алышкандар бар екен коркутуп зордоп чиновниктер да заказ берет дейт школго . кыздарга акчага сатылгандар бар екен деп студентер да ачка калганда бай балдардан козу отуп калышат екен жардам берсе еч нерсесин аябай калышат екен дейт студентерди мугалимдери еле екзаменден жардам берем деп жатып бузуп салышат екен милициялар коргой алышбайт кыз кайрылса мени минти десе кайра кызды азыр интернетке чыгарабыз деп коркутуп оздору зордойт екен милициялар таза иштебейт таза еместерин алмаштырыш кк,offensive,offensive,сатылган,potentially_hate,CohereForAI/aya-expanse-8b
UgyNwV65OrYyEPcIxpt4AaABAg,rcF3WelvY18,"Жиркеничту гей транс акмактар, силерди сураксыз олтуруп салса жакшы болот.",hate,hate,акмак|олтуру,potentially_hate,CohereForAI/aya-expanse-8b
UgwpwIOTzRlcvX1gf2t4AaABAg,rcF3WelvY18,Эбааа Тайланд хуйня го,offensive,offensive,хуй|хуйня,potentially_hate,CohereForAI/aya-expanse-8b
UgwDXlxWjvbtjAMzoMR4AaABAg,iM4S3PDEGDg,Ушундай. Чыгаргвндарды. Атыш. Керек.,hate,hate,,likely_non_hate,CohereForAI/aya-expanse-8b
Ugzka4jqooLcCnqPJwl4AaABAg,rcF3WelvY18,Эркектер мне болуп калганбыз намыс Кайда эшектер,hate,hate,эшек,potentially_hate,CohereForAI/aya-expanse-8b
Ugx7AtVzrCNgCXZYSk14AaABAg,8W94yWJHw6A,Кыргыз кажан онолот ушиндиб бирин бирин котун чукулап коток башдар,hate,hate,коток,potentially_hate,CohereForAI/aya-expanse-8b
Ugwq9TpySXnB2xpR-Cp4AaABAg,9SK6boOSZX0,Кандай мусулман мусулман емес булар акмактар,hate,hate,акмак,potentially_hate,CohereForAI/aya-expanse-8b
Ugxmgda76CZD35wBnv54AaABAg,GE9a-UY4I7E,"АТАМБАЕВ ЖОЛ АЧТЫ, АЙДАЙ АЧЫК КОРУНУП БИЛИНИП ЭЛЕ ТУРАТГО",offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
UgztYXjzCyzWwpScHEF4AaABAg,GE9a-UY4I7E,"Зарылбек опер эмес эле жаш баладай алданып калыптырго😂😂😂😂ушундай адамдар бизди башкарып журобу,акчаны эшеке онкоруп зорго уйуно алып кетишсе керек",hate,hate,эшек,potentially_hate,CohereForAI/aya-expanse-8b
UgwfOibjlIo8MtvTu-p4AaABAg,9SK6boOSZX0,Лох бийлик элди кырдынар бут дуйного позор кылдынар чмолор,hate,hate,чмо,potentially_hate,CohereForAI/aya-expanse-8b
UgxK5SrJ17dGd32mT3F4AaABAg,HeGfRTka3TQ,Акмаксынар олгуло зордук корбогон сон кайдагы ыдык корсотуу,offensive,offensive,акмак,potentially_hate,CohereForAI/aya-expanse-8b
UgxPGer_zhLNF7GQsBF4AaABAg,KSVY5SRkfn8,"Урматтуу Садыр Жапаров, бул акмактарды түрмөдөн чыгарбаңыз",hate,hate,акмак,potentially_hate,CohereForAI/aya-expanse-8b
Ugzk2HXVX6AKnRpc1nJ4AaABAg,MzmJyHQlS5Y,"Мамлекеттин акчасын жегени туура эмес Кошулам сиздерге! Бирок пандемия учурунда Элге коп жардам кылган имарааттарын больница катары сунган элге , Баткендеги окуяда Эн биринчи болуп Гум помошь жиберген жакшы жактары да бар ! Мен жеке тааныбайым да ал кишини тааныганга конулумда жок! Бирок жакшы жактарында айтып койгулаа туугандар!! Азаттык бул Акш тараптан жардам алышат Жанар Акаевта ошол жактын адамы деп уканмын адамдын тек кана жаман жагын жаза бербестен жакшы жактарында кошуп койгулаа",offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
UgxptCDEJV6qsaxf51Z4AaABAg,9SK6boOSZX0,Шох сени издеп журуп таап котунду айрыйбыз буйруса сука,offensive,offensive,сука,potentially_hate,CohereForAI/aya-expanse-8b
UgzEKug621mhbWVrEJx4AaABAg,9SK6boOSZX0,"Бийликке жаман Адам келсе элинин Шору.Ошол тажиктердин президентини коз карашы начар.Каргыш тийсин.Ата бабабыздын,шейит кеткен балдардын,Ата энелеринин биздин каргышыбыз ошол Эмамоли акмакка тийсин",hate,hate,акмак,potentially_hate,CohereForAI/aya-expanse-8b
UgyBjGEGofNvtLbcd4F4AaABAg,MzmJyHQlS5Y,Эдил Арам нерселерди силер ачтынарга Кумар кана казино адал менен арамдын айырмасын билбей,non_hate,non_hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgzOodO-FKeSJv7fE_l4AaABAg,HeGfRTka3TQ,Эй Кыздардын азыр психологиясы бузулду интернеттеле олтурушат. Мен 45 темин инстаграмда жашы 18 ден 35 жашка чеин кыз келиндер жолугуга чакырат кееде барам кееде барбайм. Беш кол тен эмес билбейсин эмне кутуп турат сени. Каякта мыйзамдарды токтоткулачы провокация жана подстава мн гана иштейсинер менттерге дагы кобуроок акча тушот.,offensive,offensive,олтуру,potentially_hate,CohereForAI/aya-expanse-8b
Ugw7nMAjTBm3SmZAHqR4AaABAg,9SK6boOSZX0,"Жер жарылып соруп кетсин жексурлар, тукумунар курут болуп, мин наалат силерге.",hate,hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgxpY3PiGKQZiugXUc54AaABAg,rcF3WelvY18,"Урматтуу мекендештер! Сиздерден өтүнүч — биздин баракчага катталып коюуну унутпаңыздар. Сиздердин ар бир колдооңуздар биз үчүн чоң дем, иштердин алдыга жылышына түрткү болот. Эгерде дагы коомчулукка терс таасирин тийгизген учурларга күбө болсоңуздар же маалымат болсо, бизге кайрылсаңыздар болот. Бирге аракет кылсак — оң өзгөрүү болот!",hate,hate,,likely_non_hate,CohereForAI/aya-expanse-8b
Ugy885F006r5LPHQiBl4AaABAg,9SK6boOSZX0,Акмак тажиктер булардын сагы жок как баштар кырылып олушсун,hate,hate,акмак,potentially_hate,CohereForAI/aya-expanse-8b
UgwC82dmjjSlIgpXqHd4AaABAg,8W94yWJHw6A,Акмактар эмнеге боштондук,offensive,offensive,акмак,potentially_hate,CohereForAI/aya-expanse-8b
UgyRKeZUY0HPahAiPCB4AaABAg,bXQ7pHLuXSc,Кырылып кеткиле тобун менен!!!,offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
Ugwab8o__ceEerRENoF4AaABAg,rcF3WelvY18,Пздц хиджаб кийип кальян чегип оурганы кантет 😂,offensive,offensive,пздц,potentially_hate,CohereForAI/aya-expanse-8b
UgyN8cXW5MOrxqT2a0F4AaABAg,HeGfRTka3TQ,Биринчи Суйлогон кыз жомок Атпачы,hate,hate,,likely_non_hate,CohereForAI/aya-expanse-8b
Ugxwy2JibAS-9vYm74x4AaABAg,8W94yWJHw6A,Атазовтун бети чыгып каптырго уят камалсын мамлекетке пайдасы тийбеген элге тиебиле атазовту кошуп камасын,hate,hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgzYFe7HwHZW8iiBkqd4AaABAg,GE9a-UY4I7E,Далбаёпсуң сен акчага сатылган пидарассың азизди атса кайра жакшы эмес беле канча кыргыздарды өлтүргөн,hate,hate,сатылган,potentially_hate,CohereForAI/aya-expanse-8b
UgzDZbDWDv4jg3dIhfh4AaABAg,9SK6boOSZX0,Правакатор почему врёшь ты ради просмотра что попала говориш,offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
UgxnTTvCgaUc-m_wtit4AaABAg,9SK6boOSZX0,"У шундай эшек адамдарды бизде жок кылчу снайперлер Барбы, жок болсо атайын окууга жонотуп даярдайлы",hate,hate,эшек,potentially_hate,CohereForAI/aya-expanse-8b
Ugzx0KVgJwm4k-1FP5B4AaABAg,KSVY5SRkfn8,Ушулардын айынан Ташиев олкодон чыгып кеттиби.,non_hate,non_hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgxEWahVYyK2ll2ISo14AaABAg,8W94yWJHw6A,Пусть пириежают хватит карангы болуп барынардын башынар бар аракты озунарга куюп атавы менинерди иштетктиле бизди да эль бильсин карангылар уйдо отурсун манас болуп кетет делом зайимитесь сплет5ники людми нада встать не дикорями бут бары кельсин добро пожаловать наркотиканы арак проситуция ны каоагыла шермкнбдебисти чыгаргандар коп милиция айбандарыбыз бар бизди у ят кылгандар мал дар бар ичтбизде,offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
UgzndzCs90SxTp1erHd4AaABAg,8W94yWJHw6A,"Балык башынан сасыйт дейт, биринчи Чонунан Садыйдан баштап камаш кереккодейм. Садый озу Бензин ташып Бизнес кылып журуп Элдин арты м/н кызматка келдилего. Раимдын Хабибулла Сартка окшогон Мафияларын аралаштырып алганына караганда Садый озу тазаместа.",offensive,offensive,сарт,potentially_hate,CohereForAI/aya-expanse-8b
UgzJ5jyABpD5yLWoGmR4AaABAg,GE9a-UY4I7E,Булар жон эле ийне жоголду деп жер чукуп олтурушат жинди чалыш болуп олтурушат ал бетте Атамбаевдин кийлигишуусу болду да майда чуйда киши жазабайт да бештен белгилуу да,hate,hate,олтуру,potentially_hate,CohereForAI/aya-expanse-8b
UgxBa4FQxbWRzzxfo3d4AaABAg,rcF3WelvY18,"Уйгур зек ЛГБТ президентинер жана анын сарт ЛГБТ шпион досу жана ушул экоону колдогон кошоматчылар, силер дагы ЛГБТысынар!!! 😂 Анан, ЛГБТ болуп туруп, ЛГБТлар курошконунор, кандайча болуп калат??? 😂",hate,hate,сарт,potentially_hate,CohereForAI/aya-expanse-8b
UgxwvhsiuRNOupn4Ra94AaABAg,rcF3WelvY18,"14:45 😂😂😂 западлого даже артынан чуркаш 😂😂😂 7м чуркаганда эркек , суйлогондо канчык 😂",offensive,offensive,чурка,potentially_hate,CohereForAI/aya-expanse-8b
UgjaIxcMjJmFZXgCoAEC,GE9a-UY4I7E,Жалган соз баарын акчага сатып алган да акмак баарын камаш керекАташ да,offensive,offensive,акмак,potentially_hate,CohereForAI/aya-expanse-8b
UgwBLNYqGp1lBPuDFJZ4AaABAg,uVtRxYnDPIQ,Сознания детейдетго блять туйруш герек,offensive,offensive,бля,potentially_hate,CohereForAI/aya-expanse-8b
UgzOFtYnSAOrs6bFixV4AaABAg,HeGfRTka3TQ,Бул батыштын кыргыздардын мен талитетин каршы турган уюму акчага сатып алышкан,hate,hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgxXT9Ys80yhltP9KMp4AaABAg,KSVY5SRkfn8,Онолуп атабыз десе Ташикем Камчыдан ашкан го,non_hate,non_hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgysVkKb6bP8d3QZFPx4AaABAg,mOGb4Wzdbv4,Афристке боло берет бул акмак пешка экенин сезип жатабы экен,hate,hate,акмак,potentially_hate,CohereForAI/aya-expanse-8b
UgyG-4ZFsRz40JD7iol4AaABAg,GE9a-UY4I7E,Баарынар эшексинер суки элден жеген акчанар котунордон чыксын Батукаевдын кулусунар кулсунар,hate,hate,эшек,potentially_hate,CohereForAI/aya-expanse-8b
UgzO8ilD7RGz3hpcaN14AaABAg,9SK6boOSZX0,"Биздин солдаттар 200 дой таджиктерди олтуруптур го, эмкиде киргенде дагы бир ойлонуп кол салат",hate,hate,олтуру,potentially_hate,CohereForAI/aya-expanse-8b
UgwP5jY4u17X4_nAo5h4AaABAg,mOGb4Wzdbv4,каршы чыгалы эли журт,offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
Ugx4CQMd2XQWL2SEY894AaABAg,mOGb4Wzdbv4,"Астагфируллох,оллохим узи хидоятоасин,иймонимизи бутун килсин",offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
UgzKOEi0faPYY4xS7fx4AaABAg,MzmJyHQlS5Y,Женбеков эшектин тушоосун да чечкен жок,offensive,offensive,эшек,potentially_hate,CohereForAI/aya-expanse-8b
Ugx76GfNxyPk1OhGo4x4AaABAg,9SK6boOSZX0,Ушул Шох деген котту мекендештерибиз учун олтуруп оч алышыбыз керек,hate,hate,олтуру,potentially_hate,CohereForAI/aya-expanse-8b
UgygB_tC00lEyoQR_Vt4AaABAg,HeGfRTka3TQ,Оооой жалаптар кыздардын баары жалаптар,hate,hate,жалап,potentially_hate,CohereForAI/aya-expanse-8b
UgwguftVgK53CVuVNZF4AaABAg,8W94yWJHw6A,Тантыраган Акмактар Раимдан сура кантип уурдаш к к деп эле айтсан болмок Бир жолу жаштарга БУМАГА 🧻 айткандай вообще невозможно экенда ОКМОТТО иштеш колунарда келбесе жаштарга бошотсонор боло оорун,offensive,offensive,акмак,potentially_hate,CohereForAI/aya-expanse-8b
Ugw8T_7_lR3g6C_2SoR4AaABAg,MzmJyHQlS5Y,Сволучтар богун жепсинер 38:59,offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
Ugzc056zaHz_P5RPwat4AaABAg,HeGfRTka3TQ,Чоон проблема чечип атышатго,offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
UgybaULSM4WmXbtp0494AaABAg,rcF3WelvY18,Түздөн-түз жалап болота,offensive,offensive,жалап,potentially_hate,CohereForAI/aya-expanse-8b
UgwhSFx8YS82DuLOHIp4AaABAg,KSVY5SRkfn8,Бул озу Эду деген жана тегерегиндеги 40 чоросу мурдагы Матраимовдун спортсмендери.Анткени Эду деген гугулда Матраимовдун жана Саркарбаев менен тушкон суроттору коп экен.,non_hate,non_hate,,likely_non_hate,CohereForAI/aya-expanse-8b
Ugy-kXzumCIohM5yQTJ4AaABAg,8W94yWJHw6A,Оз елине оз ханына каршы чыка уйбулонун кордугу балдарына тийсин,hate,hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgzvRRqNrFfvnI0NbZt4AaABAg,rcF3WelvY18,А блят эки кыргызды кармап артынан куалап албай андаш башкасына күч жетпедиби орусу башкасыда жүрөт тегиз баарын кармап бетин ачкылада,hate,hate,бля,potentially_hate,CohereForAI/aya-expanse-8b
UgzTeSAd8CxIj2Uj8sl4AaABAg,uVtRxYnDPIQ,Пиздец товарищи это пиздец😂😂😂😂😂,offensive,offensive,пиздец,potentially_hate,CohereForAI/aya-expanse-8b
UgyNiqOm_UVOspcItPx4AaABAg,va4UkKaVJ8k,"Туйруш керек буларды ойгонсонор боло,намыс деген жок калды",offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
UgxZD-wswLs9Is9IT2V4AaABAg,bXQ7pHLuXSc,Максим Бакиев сам успешный бизнесмен вполне мог сам заработать....он и сам по себе умный человек ...зачем травлю на него открывать,non_hate,non_hate,,likely_non_hate,CohereForAI/aya-expanse-8b
Ugx8LQJSKkQhz6QZrYp4AaABAg,8W94yWJHw6A,Муну да олтуруп койбосо болду,offensive,offensive,олтуру,potentially_hate,CohereForAI/aya-expanse-8b
UgzjMoTjJLO1Ntt_ESB4AaABAg,KSVY5SRkfn8,"Садыр Жапаров бали, сиз менен сыймыктанабыз",hate,hate,,likely_non_hate,CohereForAI/aya-expanse-8b
Ugw2MmGn9pxEJciAyTl4AaABAg,8W94yWJHw6A,Надира жезкемпир качан жоголот 😮😮😮,offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
Ugw8ZWkJwFmiGjSwvpV4AaABAg,MzmJyHQlS5Y,"САДЫР ЖАПАРОВ: Раим Матраимов камалат, мен азыр толук кандуу ишке киреше элекмин. Канча жыл өттү? Же Садырга да факты керекпи?",non_hate,non_hate,,likely_non_hate,CohereForAI/aya-expanse-8b
Ugzov_7Q9CfhflMBdTF4AaABAg,rcF3WelvY18,Кудай Аллах деп жашачу болдукко оронгон кыздар калян тартып атса өтө өөн учурайт экен уяты жок ээнбаштар🤨,hate,hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgzH6LYYHpHu32Qp9E54AaABAg,8W94yWJHw6A,"99% пайыз азыркы депутаттар чиновниктер баары Раимдин чайын ичип жүргөндөр. Ташиев деле аны убагында ""жөнөкөй жигит"" деген, эмне билген эмес би? Көлбаевдин деле чайын ичип жүргөндөр азыр олтурушат жогорку жакта. Эми эле баары жанталашып актанышат.",offensive,offensive,олтуру,potentially_hate,CohereForAI/aya-expanse-8b
UgyPRni926LD_Cw3Tlp4AaABAg,8W94yWJHw6A,блять сигеин дагы эле коррупция 30 жылдан бери колунан эч нерсе келишпейт,offensive,offensive,бля,potentially_hate,CohereForAI/aya-expanse-8b
UgwmUWAbYv70UN59aAB4AaABAg,HeGfRTka3TQ,оронуп алсан эч качан тийише албайт саксайып чачын жамбашыны корсотуп журсон тийишетта,offensive,offensive,амбаш,potentially_hate,CohereForAI/aya-expanse-8b
UgyA3QNxD7Mpk4gm4Sd4AaABAg,MzmJyHQlS5Y,Талант мамытов .тусунон горунуп турат .хуйовой адамсын .ешек,offensive,offensive,хуй,potentially_hate,CohereForAI/aya-expanse-8b
UgzN79tizY_Zcw2KDlt4AaABAg,rcF3WelvY18,Калян деген тамекиби же эмне,offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
UgyC-NNoP1uSiswSlqd4AaABAg,GE9a-UY4I7E,чечен туугандар кыргыздардан кечирим сурашты го ушундай акмакка чыдаган силерге рахмат деп,hate,hate,акмак,potentially_hate,CohereForAI/aya-expanse-8b
Ugyu3Zj9zi6immwD0P14AaABAg,8W94yWJHw6A,Матраев олсо андан башкалар чыгат,hate,hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgzDFOFSh_HwRLKBphh4AaABAg,bXQ7pHLuXSc,Бул чмону акча сактайалбайт.Чмону акча Адам кылбайт!!!Акыры бул акча мунун тубуно жетет.,offensive,offensive,чмо,potentially_hate,CohereForAI/aya-expanse-8b
Ugzyl3XLfFkjHYSNi2d4AaABAg,rcF3WelvY18,Ма ша Аллах Ля хауля ва ля куввата илля биЛлях Баракя-Ллаху фик,non_hate,non_hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgyZ9XHLmogpK0ORC9p4AaABAg,9SK6boOSZX0,"Шох эки дуйнодо жакшылык корбосун! Аллахым жазасын берсин!Бул акмакка,жаан жааган убакта,100жолу,кавсар суроосун окугула! Женишке жетебиз!",hate,hate,акмак,potentially_hate,CohereForAI/aya-expanse-8b
UgxtI77WhylYFcIz9wN4AaABAg,GE9a-UY4I7E,Аллах кор кылсын азыркы бийликтен баштап Акаевге чейинки бийликте отурган иттерди ошол иттерди колдоп жаткан эшектерди кыяматда ошол иттер менен чогу кылсын,hate,hate,эшек,potentially_hate,CohereForAI/aya-expanse-8b
UgzXPbuR2vhOVSknJ394AaABAg,9SK6boOSZX0,Тоҷикистон ба пеш,offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
Ugy1tnjI3IhihvmwG7N4AaABAg,HeGfRTka3TQ,ЫДЫКкорсоткон адамга катуу жаза корулсо жакшы бболмок,hate,hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgwPoOyp9apfCw8bREh4AaABAg,va4UkKaVJ8k,Молодцы. Жаштарды олтуруп жатышат а то наркоман кылып,hate,hate,олтуру,potentially_hate,CohereForAI/aya-expanse-8b
Ugw8eYQYZ0SSQ1kTY4V4AaABAg,bXQ7pHLuXSc,Ай акмак журналист Кубат Максимдин байлыгы эмес АШАнын миллардын тапсанар болмок,offensive,offensive,акмак,potentially_hate,CohereForAI/aya-expanse-8b
UgwGz6JilY4SlyOXNhx4AaABAg,9SK6boOSZX0,"Алланын каргышына калгыр, эшек тажиктер",hate,hate,эшек,potentially_hate,CohereForAI/aya-expanse-8b
UgzxXIv4QZ5yEqe_a914AaABAg,9SK6boOSZX0,Иншаллах тазиктер жооп бере турган кун келет Иншаллах,non_hate,non_hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgxuL-OXIqCUp5R4LDp4AaABAg,8W94yWJHw6A,"Ууру, акмактар Кудайым жазанарды берсин. Садырдын б.... на тойгула уурулар.",offensive,offensive,акмак,potentially_hate,CohereForAI/aya-expanse-8b
UgyS1kLO2wq2rUTvtdB4AaABAg,bXQ7pHLuXSc,Кыргызстанды кыйратпай жатасынар. Лондонго убара болбойле койбопсунарда. Ыссыкта😀😀😀😀,offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
Ugz3B2es4rKfZBrXaj14AaABAg,va4UkKaVJ8k,Эркектер бузуп жатат деген жалаптар силер жалапсынар. Ата энең койнунан уурдап чыгып сигип койгонсуп өзүңөр ыңгайсыз жерди ыңгайлуу кылып ачып берген силерде күнөө темселеп жүрөсүңөр ар жерде сигарет чегип. Күнөөңдү айтса беш кол тең эмес деп чыгасыңар көрүп эле жатабыз го кыздарды катындарды ошолорду көрүп кантип аял кишиге ишенесиң андай жалаптарды көргөн киши чын сүйлөсө дагы ишенбей калат,hate,hate,жалап,potentially_hate,CohereForAI/aya-expanse-8b
Ugyg21t1qmGjkhhC7iN4AaABAg,GE9a-UY4I7E,рысалиев деген эшек койберген азыр депутат,hate,hate,эшек,potentially_hate,CohereForAI/aya-expanse-8b
Ugyv3mtIwL5AEApHSZt4AaABAg,8W94yWJHw6A,Котоко окшобой колдогондорду да камаш керек,hate,hate,коток,potentially_hate,CohereForAI/aya-expanse-8b
Ugx60FRoNlqj1c8HaRJ4AaABAg,KSVY5SRkfn8,Келечекти ойлогондор ото аз!,offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
UgwJrU70Z6E8Ypfz5Sd4AaABAg,9SK6boOSZX0,Акмактар тажиктер кол салган Аллахым жазанарды берсин ылайым,hate,hate,акмак,potentially_hate,CohereForAI/aya-expanse-8b
UgyHMhlaQf0ftlhVkax4AaABAg,8W94yWJHw6A,"Акаевти камаш керек биринчиден ошол акмак баштады бут корупцианы кумтор учун,армиа учун ачка калган солдаттар.камчи менен кошо жургондор министерлер байлар журот эч ойлонбой.камаса чекеден камасын туштук тундукко болунбой",hate,hate,акмак,potentially_hate,CohereForAI/aya-expanse-8b
UgwAkFBPAIDlIQKrNwZ4AaABAg,GE9a-UY4I7E,надо всех чиновников растрелять с 2010 до 2017 как врагов народа время придет и вы все ответите.я всех растрелял бы если бы стал презиком,hate,hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgwFFNQQBgB_Y0jlKvV4AaABAg,bXQ7pHLuXSc,Сыртынан соттобойле өлтүрүп салыш керек бул шакалды,hate,hate,өлтүрү,potentially_hate,CohereForAI/aya-expanse-8b
UgwdlJywguap1bF5Pix4AaABAg,bXQ7pHLuXSc,Бир жолу олтуруп келбейт белен ал шакалды,hate,hate,олтуру,potentially_hate,CohereForAI/aya-expanse-8b
UgxF7ogj2YHIW-t1sBF4AaABAg,8W94yWJHw6A,Нарматова бетин Бет эмес эле эшектин коту экен,offensive,offensive,эшек,potentially_hate,CohereForAI/aya-expanse-8b
Ugx28wumRlUmWJsZfYF4AaABAg,bXQ7pHLuXSc,Маладес Бакиевтер иштеп жешкен азыркылар иштебей эле жеп жатып калдыго бир гарыш границаны чече албай тентек болуп жатышат идиоттор жети областан экиден деппутат калтырып калганын камаш керек,hate,hate,тентек,potentially_hate,CohereForAI/aya-expanse-8b
UgzwvfRj0p-OlXLyDnt4AaABAg,KSVY5SRkfn8,"Мультфилим бар элего, бир бала келип драконду олтуруп анан озу дракон болуп калат элего. Так ошондой болуптурда",non_hate,non_hate,олтуру,potentially_hate,CohereForAI/aya-expanse-8b
UgwlCAZznZZT5EhCbTt4AaABAg,iM4S3PDEGDg,"Ээй, жомокту айтпагылачы, болерлерди, элди баш аламандыкка үгүт кылганын камаш керек, бул зөөкүр фанат блоггерлердин иши, канал канчна коп окулса ошончо акча алат акмактар",offensive,offensive,акмак,potentially_hate,CohereForAI/aya-expanse-8b
UgwtkK_F1mV_2c5QcMJ4AaABAg,GE9a-UY4I7E,Озубуздун чыгаан жигитибиз Садыр Жапаровту камап кайдагы мыкаачыны коргоп колдоп кое бергендер онбойтго Азиз адам олтурсо майли озун олтурбой периште кыласынарбы башынарга салла кылып тагып алгыла акмактар,hate,hate,акмак,potentially_hate,CohereForAI/aya-expanse-8b
UgxUFNr4AufGKsc8U994AaABAg,bXQ7pHLuXSc,"Эгер Максим Бакиев кунолуу болсо ал чет олкодо кармалмак, нары ал иштей алмак эмес, ушунча жылдан бери эч нерсе табылбады, чет олкодогу окмоттор да коз алышмак, азыр кыргызстанда ким иштеп кетсе ошол кунолуу деп айтылат а биздин депутаттар аккуунун котундой ак аларды корбойбуз сокур болуп калышкан го ошолор отурат акча жээрлер бир иш кылса гана, откон кунду эле талкулай беришет",offensive,offensive,,likely_non_hate,CohereForAI/aya-expanse-8b
UgxOz-anf6uhnd8DS3N4AaABAg,GE9a-UY4I7E,Атамбаевдын заказы Атамбай камалсын Кыргыз Элиме Жоопберсин соттолсун,hate,hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgwUQqNaeqCKlim0ATl4AaABAg,va4UkKaVJ8k,Олтуруш керек буларды,offensive,offensive,олтуру,potentially_hate,CohereForAI/aya-expanse-8b
UgyGUgSNMZbSPcmfX2B4AaABAg,9SK6boOSZX0,"Кудайга шүгүр, ушунча убакыттан бери чечилбеген чек ара маселесине чекит коюлду, эми сактаныш эле калды.",non_hate,non_hate,,likely_non_hate,CohereForAI/aya-expanse-8b
UgykdQKxxviMlTG0zqF4AaABAg,bXQ7pHLuXSc,Акмак бакиевдер жакшылык көрбөгүлө тукумуңар курутуп болсун кыргыз элин сызга отургузуп качып кеттиңер канкорлор арам өлгурлөр жараткан Алла жазаңарды жүз эселеп берсин оомийин.,hate,hate,акмак,potentially_hate,CohereForAI/aya-expanse-8b
