id,video_id,text,label
Ugy0gL9EFGLO5E1tec14AaABAg,KSVY5SRkfn8,Не болуп атат озу,non_hate
UgxMTKGVhbamwxrJ3O14AaABAg,iM4S3PDEGDg,Ушундай чагымчыл акмактарды камаш керек элдин башын айланкан,offensive
Ugyn1aXYXoUo_75K5Gl4AaABAg,9SK6boOSZX0,таджики но мне братья они персы враги мы турк язычный народ,hate
Ugx7H5Ki6_JG2oKY0l94AaABAg,va4UkKaVJ8k,Жапкьла недеген акмакчьльк.,offensive
Ugxz1LZH1tj95BQ0wvV4AaABAg,8W94yWJHw6A,Бляаа нарматова далбаёп болбосоң түшүнчү матраимов буга жардам берди тигиге жардам берди деп гелдирей бербей матраимов мамлекет ишенип берген кызматты өз кызык чылыгына пайдаланган мамлекеттин ичинде мамлекет түзүп алган СССР дин кезинде мындай шылуундар атууга кеткен,hate
Ugw_SBzWsiueMkBNnkd4AaABAg,rcF3WelvY18,"Буларды олтуруп таштасан деле Куно болбосо керек ,себеби динде айтылган эркек мн эркек кошулса таш баранга алгыла деп.",hate
Ugw0YYAuY6AthMurjql4AaABAg,rcF3WelvY18,Сигарет тен коро Калян хуйняда😂😂,offensive
UgwdAaLZETRWJWo1DBx4AaABAg,KSVY5SRkfn8,"Тарынба Ташиев тарынба. Деги эле асмандан түшпөгүдөй болуп кеттиң эле. Сен элдин тилин жулуп, колун сындырсаң сени досуң тагдырыңды сындырды го.",non_hate
Ugxg0Uu94B-xz0orVf54AaABAg,9SK6boOSZX0,Кыргызстанда жашаган Кыргыздан башка Улуттарды Баткенге жөнөтүү керек Мекенди коргоого. Кыргызстанда жашап Мекенди коргобой качып жүрүшөт Камчыбек Мырзага жеткиргиле....,hate
Ugx32T54Wmj4bxuNiq14AaABAg,MzmJyHQlS5Y,Сокени матраимов шайлаган президнт кылып,non_hate
UgxBz7dsZLcxvfJhpcN4AaABAg,bXQ7pHLuXSc,Максим озунчу кыргыз сезбейт,non_hate
UgxGJK6h0qTTw11_9qp4AaABAg,GE9a-UY4I7E,Караман еми ушундай жинди. Адамдар ..иштеп биздин Кыргызстанда кимдер башкарып журот бул анигдот ал батуквев бизге керек еле азыр канча кыргызды бирин бири жеп олтуруп жатат бирок ечким ечтеке сурабайт мне деген елбиз озубузду озубуз жеп турмону толтуруп.отурабыз еми ел кандай жашо болот елим уккула мна акыйкат,non_hate
UgyRHXTFqmmxt943inp4AaABAg,9SK6boOSZX0,Бул Тажиктер эч качан бизге дос болбойт,hate
Ugy_fSTKkPlb0itfA1p4AaABAg,mOGb4Wzdbv4,Эдик педикти эрге бериш керек,hate
UgxwrMMJSLXglxjjTeF4AaABAg,8W94yWJHw6A,Ээ Жылгыла акмактар жаштар келсин иштей турган.Силердин балдарыңар Европада жүрөт акмактар,offensive
UgzvRRqNrFfvnI0NbZt4AaABAg,rcF3WelvY18,А блят эки кыргызды кармап артынан куалап албай андаш башкасына күч жетпедиби орусу башкасыда жүрөт тегиз баарын кармап бетин ачкылада,offensive
UgzMAMf5qQBAq_2oy8d4AaABAg,KSVY5SRkfn8,"Кайсыл жерде жатат, көрсөтпөйсүңөрбү? Козу гриль жеп, 5 жылдыз номерде би 😉",non_hate
UgwWRHyoe5gDYMxk2-B4AaABAg,KSVY5SRkfn8,"Жапаров менен Ташийевтин созу бир чыкпайтатко, Жапаров чечим чыгараарда Ташиевке чалып макулдашканмын дейт, а Ташийев мага кутуусуз болду дейт бул чечим, кимисиники туура?",non_hate
Ugx0FhVS0-9JXe1E6UB4AaABAg,va4UkKaVJ8k,Жабыш керек Кыргызстандын келечегин олтурушот,non_hate
UgzqXymssWwfqSODDH14AaABAg,rcF3WelvY18,Жолукчан ашиналар кальянды бердирип атат,non_hate
UgzOuQ2QKj3uDguGLb14AaABAg,bXQ7pHLuXSc,Ушул котоктой болуп жашагандан кору олгонум жакшы,offensive
UgwakWPbPwCiYIvWkg54AaABAg,8W94yWJHw6A,Матраимов оздору жакшы болчу элге кызмат кылгандар бирок аркасын жалап жургондор ото опасный болушкан эми кимдикин жалашаткен кандидат пока жок,offensive
Ugy4vuiZZ5sNgWkTFtd4AaABAg,8W94yWJHw6A,"Акылбек Жапаорв качан суралат,качан кусат,качан камалат.Жок го убадаңар",non_hate
UgyreebM_rg6Wnr0miZ4AaABAg,HeGfRTka3TQ,Ээй кагылайын кыргыз кыздарым озунор себебчи болуп жатасынар жарым жыланач шайтанга окшоп журосунор озунор ойлонуп коргулочу,hate
UgzPXr0Wsz24eEjkIuZ4AaABAg,8W94yWJHw6A,Урук тукуму менен жок кылынсын чекит,hate
UgzOFtYnSAOrs6bFixV4AaABAg,HeGfRTka3TQ,Бул батыштын кыргыздардын мен талитетин каршы турган уюму акчага сатып алышкан,non_hate
Ugz9VR70656BhtvtGAx4AaABAg,GE9a-UY4I7E,Рысалив Кыргыздын душманы Силер кан ичерсинер,offensive
UgzT3vMV4EfSFj3ThUN4AaABAg,iM4S3PDEGDg,Эртен саар аянтка келгиле Жапаровду колдоочулар коргоп калалы,non_hate
Ugw8PrFC5neiUfV8i6R4AaABAg,iM4S3PDEGDg,Эски видиону чыгаргандарды жасалаш кк,non_hate
UgzkZizOkcGW-_yg-ch4AaABAg,8W94yWJHw6A,"Ак ийилет бирок сынбайт, азыркы бийлик дагы жылдар өтүп Раимдин ордунда болуп калышы мүмкүн",non_hate
UgxvQve6PxoS5OTDSOh4AaABAg,mOGb4Wzdbv4,Ким которуп алып келсе ушуну аларды асыш керек же таш баран кылып олтуруш керек баарына сабак болуш учун. Лут пайгамбардын доорунда ушундай бир жыныстуулар коп болгон учун Аллахтын каары келип ошол коомду жок кылбады беле ээй мээси жок айбандардан дагы томон жаныбарлар!,hate
UgyB2n4BUih8D9tl2A14AaABAg,HeGfRTka3TQ,"Мен 14,15жашта болчумун.Эжемдин балдарын багып каралышчумун эжем кв жашачу ,жаныбызда чал кемпир бар эле хозяйиндер.Ошол чал менин жамбашыман ,эмчегимен кармап сени токол кылам суйуп калдым дей берчу.Кундо ыйлачумун жинди болуп калайын дегем.Бир куну чал олуп калды олоо суйунгом Тим эле дем ала тушкондой болгом.",non_hate
UgwTKHbXMG8rjLPnNaZ4AaABAg,rcF3WelvY18,"Камап койбойбу баарын чогу, бул акмактарды ортоп салса туура болот беле Гейлерин баарын чогу турган жерден....",hate
UgzgGQ1zvus7SjGbSeN4AaABAg,HeGfRTka3TQ,Кыздар озунор жыланач жыланбаш жалжандап журсонор албетте ар кайсы акмактар ыдык корсотот.себеби озунор ошого жол ачып атасынар,hate
UgyeuGMH-t62yLVPHbN4AaABAg,MzmJyHQlS5Y,Раим бирок жакшы адам,non_hate
Ugw6Di-q8Plm2y3UGXR4AaABAg,KSVY5SRkfn8,"Садыр Жапаров бир аз кечиккенде, жанакы 75 чал президетти алмаштырып иймек окшойт.",non_hate
Ugz1OY8EKQ2cAUkJK7F4AaABAg,8W94yWJHw6A,"Нариматова, Орунбековдор да Кетсин!",non_hate
Ugyg-N5CSjdedTlJyIF4AaABAg,bXQ7pHLuXSc,Акырет куну кантип жооп берет акмактар Кыргызстанды тоноп кетишти да,offensive
UgzoadjXUSd0cx5dQMV4AaABAg,bXQ7pHLuXSc,Бул хан сарайды кайсы пулга салды качып кеткен хандар кыргыздарды тоноп кеткен булардынуурулугун кудайда кечирбейт,non_hate
UgxgIga8WG-NTKkqWDp4AaABAg,MzmJyHQlS5Y,Далай кыйын инсандарды тып—тыйпыл жок кылып даже олтуруп салышкан экен го… А Улан Сегизбаев деле киши колдуу болгонбу???😔,non_hate
UgzQ8iv9TLbugzvxOa54AaABAg,9SK6boOSZX0,Ит тажиктер урук тууганын менен куруп калгыла!Ар бир кыргыз каргайлы бирообуздун болсо да каргышыбыз тийет буйруса!!!,non_hate
UgwgbxA3RJJ5oTKkV4R4AaABAg,rcF3WelvY18,"Чындыгында жанды кейите турган маселе экен. Бирок коопсуздук күчтөрү алсыз экениңерди көрсөттүңөр, аныктап гана бердиңер. Эми жалпынардан суранабыз чара көрүлүп ушул ЛГБТга ""чекит."" койгула!",hate
UgwmrnlkkQqNheZ70SF4AaABAg,KSVY5SRkfn8,Көрөсүң кресло бийлик талаш явный эле болгон экен .аны Садырдын стукачтары билип калган дагы Ташиев Германиядан келип эле президенттике бир болсо отурмак Садырдын Ташиев жемкор деп алтындар кайда качкан катып жатасың деп аны переворот м-н түрмөгө тыкмак бул жер структура Садыр президент ошону приказы м-н күч структуралары м-н колго алып баарын кишендеп түрмөгө тыкты бирок эмнегедир репортаж теле сынакка чыгып бербей кетип калды себеби уялып калды окшойт УКМК бандасы бийликти алмак болгондугун 75чалдары менен бийликке алып күчтөрү жетпей калды ошого комментарий же сөзү жок кетип калды.,non_hate
UgynB-q-KZTGVKujd4N4AaABAg,HeGfRTka3TQ,"Айзада укмуш акылдуу болбойле койчу.сен деле ак эмессин,сен деле тошокто Бир топ опуттусун билебиз аны билебиз......Сени сыйлачумун бирок ушуну угуп озум кубо болгондо жиркенип калдым аябай прям",offensive
Ugx9nMpiR7DE1xptbTF4AaABAg,8W94yWJHw6A,"Азыркы бийлик только кыргыз улутунуле камап жататко, озбектер бар Кыргызстан да ошолорго кичине кысым кылбайбы патриотторду олтуруп салатурган болдуго, Бакиевтин убагы кайра келип жататко бизде.",hate
UgxRf0yzMbx3VGXGKuR4AaABAg,HeGfRTka3TQ,"Зомбулук, забота, смски, коом, ыдык пыдык ха-ха-ха-ха что за детский сад",non_hate
Ugx18mc5BJt4s7FcB914AaABAg,8W94yWJHw6A,Райымдын катачылыгы емне учун азербайжандын баш кесерлерин кыргызстанга жонотуп призденти жок кылуу максатында жоноту акмакчылык,non_hate
UghT7xrLoRLe_3gCoAEC,GE9a-UY4I7E,Аида салянованы сигиш керек ал эшектен же иттен таркаган энеден элге окшоп туулган эмес канчык КУДАЙЫМ АЛЛАТААЛАМ КАРАП ТУРАТ долларды горунорго алыпбара албайсынар соогунор санга болунуп талаада галгырлар,hate
UgxkE8VL85MH4YXxsYV4AaABAg,GE9a-UY4I7E,"Рысалиев көк мее сүйлөгөнүн көрсөң күлөсүң го, дыркыраган боюнча кетти, анан аны бирөө өлтүрүп коёт деп корктум дегени эмне бул эшектин.",offensive
UgyE_Vv1HY_1c-FMN1p4AaABAg,9SK6boOSZX0,"Жер жарылып,тушуп кетсенер кана акмактар.Оо Аллахым озуно тапшырдым кан ичкичтерди.Жаш жигиттерибиз кетти,силерди кан кой бербесин.Аллахым озуно гана таянабыз.Кудереттуу кучтуу Аллахым ,тезирээк жазалачы Аллахым.Журогубузду сыздаттыго.Жаш жигиттерибизда калбай кала турган болдуго,ар кайсы жерде мигранттар,куураган куу тирликтин айынан журобуз.Граница деп,чырактай жигиттерибиз кетти .Аллахым берген сыноого биз чыдайбыз,сабр кылабыз.Кыйналган Кыргыз элиме журтума,ден-соолук,бакубат жашоо,тынчтык берчи.Алакандай болгон жеримди сактачы Аллахым.Канкорлорду таразалачы.Журогум ыйлап турат.",offensive
UgwueuY7kyVs64OClzN4AaABAg,9SK6boOSZX0,Шох ОЗУ террорист болгон экенго убагында,offensive
UgwaGdaF5pSguDyQLl14AaABAg,KSVY5SRkfn8,"Улуттук коопсуздук деген мекемеде 41 жаштагы адам башчылыкка жаштык кылат, мин опытный болгондо да",non_hate
UgyqUrVDhkRnDOnpjix4AaABAg,KSVY5SRkfn8,Черный Камчыны олтуруп красный Камчы экен да,non_hate
Ugy9LCPlWUn5DeBTDu54AaABAg,HeGfRTka3TQ,кыздар кунолуу. кыска юбка кийесинер. ачык койнок тошту айтпайле койойун. ошентип кийинсенер анан тийишет да. шым кийбе дебейм кий жамбашты жаба турган бир нерсе кий устунон . аз 21 кылым баарын заказ менен озуно жага турган кылып тиктирсенер болот.,hate
UgyCByjdMxsAIU31-kJ4AaABAg,8W94yWJHw6A,Ушул нарматова деген КАНЧЫКТЫ биринчи очередь камаш керек болчу. Мандатын алыш керек бул сучканын.,hate
UgzhdmAPlXgNRGaYPjJ4AaABAg,8W94yWJHw6A,"Нурматова кандай иш кылып жатат 24 саат уктабай бироолорго асылып эле отурат фактысы жок,андан коро ошол НПОлор жасаган иш менен айыл жерине келип таанышпайбы.Эки акция уюштурган уюмдарды коруп чон уюмдарга да соз тийгизип жатат.Ушул аялдан караганда мен жакшы иш кылып журом эл учун.",non_hate
UgyQI7wtxZmsksICKDt4AaABAg,9SK6boOSZX0,Урматтуу журналистер силер ото так кылдат жана чыныгы маалыматты алып чыккыла.Тажиктердин даярданганын баарыбыз эле билип турабыз.Баткенде жер талаш калп эле Чон Алайга да кол салды го.Булар президент и уюштурган акмактар,offensive
Ugzm-3id1cPVG9logh14AaABAg,8W94yWJHw6A,Буларга милярт бир милондой.жоккылгыла акмак ашкорлорду.,hate
UgwUNDhs9C8V6CRqtS14AaABAg,GE9a-UY4I7E,Рысалиев өлүп эле калбайсынбы долдурабай акмак ушуларды жер жутуп кетсе жакшы болмок,hate
UgwEJWbNGODm63paPp14AaABAg,8W94yWJHw6A,нарматова жолдошева бул кыргыздын стерва катындарын жок кылуу керек,hate
UgzG0J_OA0C6F3IuqTV4AaABAg,9SK6boOSZX0,Генерал шох менен не ишинер бар .ал деле кызматкерда .ошон учун биздин жетекчилер тормоз колунан эч нерсе келбейт,offensive
Ugz-cSU43to87S2H8Hh4AaABAg,HeGfRTka3TQ,Байкуш кыргыздын кыздары галош сыяктуу еле болуп калды орусу немиси кытай негири ким болбосун кийип барып бир жерге же мусорго таштап койуп кетип калат ушуга ким кунолуу,non_hate
Ugx1X44wRuwe_w7fX514AaABAg,rcF3WelvY18,Бул гей клуб ачкандар кошулуп баардик гейлер чындигинда озу олтурулуш кк бирок азыр ушунда кездер экен буларды эч нарса кыла албабиз кууп чыгариш керек Кыргызстандан .,hate
UgxNK03NMNWFvxKPS8l4AaABAg,HeGfRTka3TQ,Кыздар чалдарга аткыла савнага барсын💁👭🙋,offensive
Ugwab8o__ceEerRENoF4AaABAg,rcF3WelvY18,Пздц хиджаб кийип кальян чегип оурганы кантет 😂,offensive
UgwoZDYA-kz0VFVEvHJ4AaABAg,8W94yWJHw6A,Казино адалдар да жок болуш керек,non_hate
UgxB2sWruQ6pLur3WUN4AaABAg,8W94yWJHw6A,Алишерди да камаш кк коп заправкаларды элден тартып алып озуно рассия деп откоруп алган Раимдин кучугу ал,non_hate
UgwZrObkWNTEp_ORjAh4AaABAg,8W94yWJHw6A,Нарматова кемпир эшектин тушоосун чечпейт айдагыла,offensive
UgxB0_2x1SUoI1Ply4N4AaABAg,9SK6boOSZX0,Мындай сиомкага тушкон согушчандар коп жашатбай олтуруп башын кесип кетет,non_hate
UgxW8Id6oUooFSTKK7J4AaABAg,bXQ7pHLuXSc,Бут жеп кетип жыргап журо беришсин акыретте коросун кыйынчылыкты,non_hate
UgxBa4FQxbWRzzxfo3d4AaABAg,rcF3WelvY18,"Уйгур зек ЛГБТ президентинер жана анын сарт ЛГБТ шпион досу жана ушул экоону колдогон кошоматчылар, силер дагы ЛГБТысынар!!! 😂 Анан, ЛГБТ болуп туруп, ЛГБТлар курошконунор, кандайча болуп калат??? 😂",hate
UgxAz6-Xdh9VQgJerXx4AaABAg,8W94yWJHw6A,Азаматсыз дагы толугу м-н жанылык кутобуз👍👏✋,non_hate
UgyZ9XHLmogpK0ORC9p4AaABAg,9SK6boOSZX0,"Шох эки дуйнодо жакшылык корбосун! Аллахым жазасын берсин!Бул акмакка,жаан жааган убакта,100жолу,кавсар суроосун окугула! Женишке жетебиз!",offensive
UgwzsTZ1OVAv8sLeC-x4AaABAg,8W94yWJHw6A,Биздин депутаттар бары ооруп калатабы дейм да акыркы күндөрү,non_hate
Ugyqd5kCFaeeavwuR7l4AaABAg,8W94yWJHw6A,Оо депутат ! Кыргызда колдонойлу деген соз жооок !,non_hate
Ugy4PuU1SCwI_s6qYXh4AaABAg,rcF3WelvY18,"Акмактар, жалаң бекерпооз , клренной жительдердин кылганын карагыладиванный эксперттер, учты жоктор👎",offensive
UgwpamT2SbPNnn9eMHl4AaABAg,MzmJyHQlS5Y,Матраимов Райым ууру экени анык Аны баатыр кылгандар бут акчага сатылгандар.,non_hate
UgznyzCzikyEQsIWdl94AaABAg,8W94yWJHw6A,Бляяя ушу донуз чочко безтыжая корова бетин бет эмес чочконун коту экен. Бетбак трансформаторова надира 0,offensive
UgwJnYjcHviU5b-wIiZ4AaABAg,9SK6boOSZX0,Таджикистан ды басып алабыз буюруса дагы бир жолу ундай кайталанса иншаллах,hate
UgweYTtsryFoIBHeqYJ4AaABAg,HeGfRTka3TQ,Чоочун аял -эркек аралаш журсо тырсыйтып кочугунун размери билингидей тар кийсе анан эркек азгырылат да.Менин курсташ бир кыз бар эле турмушка чыккандан кийин сабака келип калды бир куну сулуу кыз эле .Бир куну кафедранын башчысы агайыбыз ошол кызынарды мага чакырып бербейсинерби деп жаман оюн айткан .Жашы бир топко барып калганы учун ээгин сындыра урайын деп бирок акмак экенсин дегенден башка айла жок болгон.Ошон учун чоочун аял эркек аралашкандан этият болуг керек,hate
UgxGg5szssI0DfZ0lbB4AaABAg,fIXFhZQ1Irg,Алынар жеткен Эми аялдар калдыбы!!!! Силен Адам укугун тебелеп жатасынар уроды менты!!! Соке позор!!!,offensive
Ugz9KBRhC7LG_qijeMZ4AaABAg,GE9a-UY4I7E,"Канча деген адамдарды олтуруп кетип жатат Рысалиев алардыда коргобойбу. Батукаевди олтуробу олтурбойбу анын кандай иши бар, балким бироонон тапшырма алган же пара алган? Бечара Акундун топурагы женил экен.",non_hate
Ugy1_7Zgsxv5b82AgaB4AaABAg,GE9a-UY4I7E,Батухаевди бошотконго жардамдашкан атка минер акмактар - өлүп эле калбапсыңар .Кыргызды шерменде кылдыңар го .,hate
Ugxe6abJfFyp_hxQZ_14AaABAg,mOGb4Wzdbv4,"Гейлер элди ойлоп да койбойт, алар батыштын акчасына сатылган гей, голубойлор, лесбиянкалар,Аллахым ушул желмогуздардан элинди озун сакта!!!.",hate
Ugy886I_eC_IKDb5djR4AaABAg,bXQ7pHLuXSc,Атамбай ж.а Атамбайдын командасы Максимден ашып отот.Бул жанылык эмес,non_hate
Ugwjzscwu2ZWneTEJYZ4AaABAg,KSVY5SRkfn8,Ишенген ТАШИ сен болсон Кольбаевдин олтуруп ОЗУ ОПГ турбайбы,non_hate
Ugzx0KVgJwm4k-1FP5B4AaABAg,KSVY5SRkfn8,Ушулардын айынан Ташиев олкодон чыгып кеттиби.,non_hate
UgyLi8pmsfiKzCoDge94AaABAg,iM4S3PDEGDg,Готун айрыш керек акчага сатылган геендерди. Садыр ды признаю башчы деп и башчыга баш ийиш керек,hate
UgzFj3-uf90QqpGnrud4AaABAg,KSVY5SRkfn8,"Биздин шахтадан качан кетет кытай ээлеп албайбы,дагы Бир нерселер чыгарып иштеп кобойуп кетти",non_hate
UgwmGEXojCOeT65Uymh4AaABAg,KSVY5SRkfn8,Булар Аллага каршы чыккан анык каапыр шайтандар. Анткени 40 чоро далай дин жолунда жүргөн ислам жолунда жүргөн имамдарды кыйнашкан өлтүргөнүн өлтүрүшкөн. Ташак буларга өзү команда берип турган.,offensive
UgyZPPIVfgQQQlK9tlJ4AaABAg,MzmJyHQlS5Y,Туштон кийин актанып озунорду матраимовтон алып качасынарда убагында котунон ээрчип журдунор элего депуттар,non_hate
UgxgwL4mti4Ij3Tmbrp4AaABAg,KSVY5SRkfn8,Камчыбек Ташиев УКМкадакы чорныйларды буларды билбей калган окшойт билсе өзү алып барып камайт эле баарын,non_hate
UgwyuBYOk2HHkDOuYD14AaABAg,KSVY5SRkfn8,"УКМКаны мынча жарыя кылдыңар,интернетти чет Өлкөлөр жана башка дунуё жүзү көрөт.Кыргызстанды,Элинин кемсинтип жатасыңар ушул жаман алып келгиче президент эмне кылып жүргөн,кайра колдо корсотуп жүрүүгө.",non_hate
UgxOz-anf6uhnd8DS3N4AaABAg,GE9a-UY4I7E,Атамбаевдын заказы Атамбай камалсын Кыргыз Элиме Жоопберсин соттолсун,non_hate
UgwNTO-lsKhbdR5COrx4AaABAg,GE9a-UY4I7E,Бляйттар аны кимдер контрольдочу эле ошолорго кайрылып иш козгобойсунарбы калп эле кок мээ болуп калбай не службада жургон солдат бошотмок беле колумдан келсе ак уйду жардырып салмакмын 120 депутат министирлерин кошуп,hate
UgzijMRRXOsTRviLBvh4AaABAg,bXQ7pHLuXSc,Бляа бакиев башынды алыш керек,hate
UgwpwroJt8zBjIlhtp94AaABAg,GE9a-UY4I7E,Садыр Жапаровду Кудай сактасын .Бандитердин баары Олсын.,non_hate
UgzqyfzSuUScRVb2wAJ4AaABAg,MzmJyHQlS5Y,Матраимовтун байлыгын мамлекетке откоруп озун омур бою турмого отургузуш керек,non_hate
UgzhkH1LfHe7kXvt8od4AaABAg,rcF3WelvY18,Ошол жердегилердин баарын автомат менен кырып атып салса сооп эле болот Алланын каары тушкон жай экен,hate
UgyN8cXW5MOrxqT2a0F4AaABAg,HeGfRTka3TQ,Биринчи Суйлогон кыз жомок Атпачы,non_hate
UgzDp7j1P-CU3vdQ_Zh4AaABAg,9SK6boOSZX0,"Аллах жазасын берсин тажиктердин Амиин, Амиин, Амиин",offensive
UgxSeRYrSjZYdK9bXtl4AaABAg,8W94yWJHw6A,Колдонойлу деген соз жок Кыргызда !,non_hate
Ugx8QpVzyjey6X8yB-54AaABAg,bXQ7pHLuXSc,Силердин ишинер эмне чмолор,offensive
UgyOa9rpxvcKOsLNFX14AaABAg,GE9a-UY4I7E,Лучше атканы жакшы елего келесоолор кандай шермендесинер кан ичер ууруну акмактар намызы жоктор,hate
Ugxdq_l4-aIFOERpuzl4AaABAg,va4UkKaVJ8k,Молодец ушундай кылыш керек,non_hate
Ugxu11AlEjNjqtNVvmp4AaABAg,KSVY5SRkfn8,"Президентибизге Алла Таала күч берсин, сынбасын, чынчылдык берсин. Оомийин🤲",non_hate
Ugx7Czz0nqtRrzuwhbd4AaABAg,bXQ7pHLuXSc,ушуну олтуруш керек,hate
UgxQ6lWdnTIqQHOFIPt4AaABAg,rcF3WelvY18,Кыргыздын тушуно кирбеген кылык-жооруктар. Катуу чара коруш керек акмактарга.,offensive
Ugy1y5ZgkHDZm3a9njh4AaABAg,8W94yWJHw6A,РАИМ. ДЕП. ЭЛЕ. УКМУШ. ЭРКЕЛЕТЕСИНЕР. АЗЕРБАЙЖАН. РЕКЕТЕРИ. МЕНЕН. ИШТЕСЕ. САТКЫН. БУЛ. КЫРГЫЗ. ЭЛИНЕ. ЖАКШЫЛЫК. АЛЫП. КЕЛБЕЙТ. АКМАК. ЭЛГЕ. АКЧА. ЖАРДАМ. БЕРДИ. НАДИРА. КАОКАЛАЙТ. МИЛЛИОН. ЖЭП. ТУРУП. ЖУЗ. МИНДИ. ЧАЧЫЛА. ЧАЧЫП. КОЙОТ. ДА. ОШОНУ. ИУШУНСОНОП. КАНА. АЗЫР. БЕЧЕРА. ЭЛГЕ. БЕРСИНЧИ. КОРОЛУ. ..,offensive
Ugx0_ob8EBNzzAindKZ4AaABAg,9SK6boOSZX0,талаа командири рахмондун он колу искендер шох озүнүн армиясы бар кыргызстанга кол салды Ал еми биздин ташиев деген чуркап жүрот тынчтык орнотуу деп,non_hate
Ugy6EBLsi8ezTw7X3Dl4AaABAg,8W94yWJHw6A,МАТРАИМОВДУ карапайым эл колдойт элге коп жардам берген чыккыла элге эшектин тезегин тердитип тентиткендер ким эле эмне кылып алды 2 мил ким кусту кетпеди элди атпады жэрди сатпады,non_hate
UgymUPoVr4bD9xIL7A14AaABAg,8W94yWJHw6A,Таза иштебесе чекеден аткыла бир 80.90 акмак менен кыргыстан тыркырапта кетпейт онуголу,hate
UgzVP3-lKtO1ZI9k7DR4AaABAg,9SK6boOSZX0,"Искандаров шохтун котуно биздин байрактын таягын матырып салабыз,дагы бир жолу шакалский движение кылып мирный адамдарыбызга кол салса! рахмон сука наркотигин откоро албай коту ачышып Кыргызстанга кол салып чоо итерин жиберип кайра оздору котуно кирип жатышат. Кыргыз деген айкол кечиримдуу ошол характерин пайдаланып жаткан шакалдарды Кудай озу жазаласын,биз Таджикистанга кирип барганда кырылып калышат бизде эржурок,баатырлар биринен бири калышпайт,озунорго келгиле,ажыдаардын куйругун тепселеп алып кырылып каласынар!",hate
UgwskEIs9GAFUeSojm94AaABAg,HeGfRTka3TQ,"Биз алсызбыз деп эле жатып алышыптыр кудай берди деп эле.кыз кыздай болуп жабык кийинип коздон далдоо журсо эч Ким деле конул бурбайт, озунор ачык-чачык,жарым-жыланач журосунор коз-коз болуп делебе козгоп, анан зордоду-кордоду дейсинер уялбай, силер кыздарды эмес батыштын уяты жок саясатын коргоп жатасынар.",hate
UgyHYOLKcLerJ7R8Mu14AaABAg,8W94yWJHw6A,"Клооптун, ""ууру, афферист блогер, журналист"" өңдөнгөн жеке,тилдерине ""ээ"", боло албаган, манкурт ""арам, журналистерди"" камаш керек!!! Буларды жоопкерчиликке тартпаса, эл, буларды таш баранга алышы керек!!!! Батыш Американын акчасына сатылган, саткындарКлооп!!!! Мекенин саткан ""уурулар""!!!!! Батыштын уурулары""!!!!!!",offensive
Ugz2WUkj4CW75ABrDYR4AaABAg,8W94yWJHw6A,"Чыныгы эле чон карупционерлерге тийишпейт , чон Кыргызстанды жеген карупционерлердин бири да отурган жок ,баары жургап журушот, элге калп айтып Элди алдап эле журушот",non_hate
UgyUVQM0ymVbe0I79bd4AaABAg,KSVY5SRkfn8,Буну кандай тушунсо болот гнб деп эле кокуй жыргатып атат деп эле бул ишти Ташиев кантип билбейт озунун калегасын тем боле борбордун гнб башчысы болсо тымызын кыйкырып иштемиш болуп крим тоболду олтуруп озулору кайра каманда тузуп алганбы Ташиевти бекеринен иштен албабтырда Садыр,non_hate
Ugwix_jg9TbpQeqtb_94AaABAg,8W94yWJHw6A,24саат тынбай иштеген аял баспай калбайбы!?Дооругон акмак акча Раимдин турткону учун депутат болгон да....,offensive
UgypLi5XyhKicO4320t4AaABAg,rcF3WelvY18,Бля биз балдар менен каршы чыкканда бизди камап салган нахуй биздин эле закон коп акча менен чыктык,offensive
UgwGZlPdItX7BOSYOZl4AaABAg,9SK6boOSZX0,"Булар максатын жетмейинче тынчыбайт, талиптер пашерден кууп салган тажик террористер. Жаш кары аял балдарга кол салышып олтуруп ырдап отурушат.",hate
UgzPQS-_W30gYlth0M94AaABAg,MzmJyHQlS5Y,Бары билишет бири бирин болгону жакшы кино болуп жатат,non_hate
UgyLy_SI5MZKdm6zgBh4AaABAg,HeGfRTka3TQ,Жамгырчыева эң туура айтыптыр Шамал болбосо терекин учу кыймылдабайт,non_hate
UgwVAjKWDiC3FomAmpR4AaABAg,MzmJyHQlS5Y,"Аллама мин мертен шугур,,, Аллам озу жиберген окшойт биздин Президен тибиз ди, 👍👍👍",non_hate
UgwjU1VhFZ0u8HYJ1lt4AaABAg,GE9a-UY4I7E,Эшектер Куловтун кылганы,offensive
UgzVDvE9jBPMRcszwvN4AaABAg,iM4S3PDEGDg,Кайсы акмак саалып жатат😡😡😡😡,offensive
UgzCHdNSrJvpvl2tw8h4AaABAg,KSVY5SRkfn8,Болмок тургай болгон опг болгон 100 процент Садыр эле корбой журбосо эл ьут коруп жон териси менен сезип айтып камалып келбедиби,non_hate
Ugwf0MFn-sZWmTPZo954AaABAg,9SK6boOSZX0,"Аллахтан айлан эшек уй булон менен орттонуп олуп,тукум курут болгула.Мушкерлеринер да кырылып олгуло,шакалсынар.",hate
UgyD5Ju8TcVlP-4jqOp4AaABAg,MzmJyHQlS5Y,Жалган суйлобой ачык айткыла атамбаев жеенбекойту колдобой кырыса болуп бабановту колдогон,non_hate
UgwemWkR_AsTrYGEzsp4AaABAg,MzmJyHQlS5Y,Коросунорго жакында чабылат булда,non_hate
